,index,brand_name,model_name,price,rating,processor_brand,processor_name,processor_core,processor_threads,ram,ram_type,hdd,ssd,gpu_brand,gpu_model,gpu_size,screen_size,scree_resolution,Touch_screen,os,warranty
552,554,SAMSUNG,GALAXY BOOK,49999,30.0,QUALCOMM,SNAPDRAGON 7C PLUS,OCTA CORE,,4,LPDDR4X,0,128,QUALCOMM,ADRENO,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
553,555,LENOVO,THINKPAD,84999,60.0,AMD,RYZEN 7 5800U,OCTA CORE,16,8,DDR4,0,512,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
554,556,HP,PAVILION,57490,66.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,1,WINDOWS 11,12
555,557,ACER,ASPIRE,57990,66.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
556,558,DELL,VOSTRO,32590,53.0,INTEL,7505,DUAL CORE,4,8,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
557,559,HP,BUSINESS,34990,44.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,INTEGRATED,,14.0, 1366 x 768 ,0,DOS,12
558,560,HP,G8,39200,61.0,AMD,RYZEN 3  5300U,QUAD CORE,8,8,DDR4,0,512,AMD,RADEON,,14.0, 1366 x 768 ,0,WINDOWS 11,12
559,561,LENOVO,E41,19990,49.0,AMD,ATHLON  3150U,DUAL CORE,2,4,DDR4,1024,,AMD,RADEON,,14.0, 1366 x 768 ,0,DOS,12
560,562,LENOVO,E41,20990,51.0,AMD,ATHLON  3050U,DUAL CORE,2,4,DDR4,0,256,AMD,RADEON,,14.0, 1366 x 768 ,0,WINDOWS 10,12
561,563,LENOVO,IDEAPAD,66990,69.0,AMD,RYZEN 5  5500U,HEXA CORE,12,16,,0,512,AMD,RADEON,,14.0, 1920 x 1200 ,1,WINDOWS 11,12
562,564,ASUS,ROG STRIX,82990,69.0,AMD,RYZEN 7  4800H,OCTA CORE,16,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
563,565,LENOVO,V,49999,56.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
564,566,ASUS,VIVOBOOK,92990,69.0,INTEL,CORE I5 1240P,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,14.0, 2880 x 1800 ,0,WINDOWS 11,12
565,567,LENOVO,IDEAPAD,58900,59.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,DDR4,0,512,‎INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
566,568,ULTIMUS,ULTIMUS S1,17990,44.0,INTEL,N4020,DUAL CORE,2,4,DDR4,0,128,INTEL,UHD,,14.1, 1920 x 1080 ,0,DOS,12
567,569,ACER,ASPIRE,42990,59.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
568,570,LENOVO,LEGION,148020,84.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,4,16.0, 2560 x 1600 ,0,WINDOWS 11,12
569,571,HP,ENVY,77990,65.0,AMD,RYZEN 5  5600U,HEXA CORE,12,8,DDR4,0,512,AMD,RADEON,,13.3, 1920 x 1080 ,1,WINDOWS 11,12
570,572,DELL,LATITUDE,98100,57.0,INTEL,CORE I5 1145G7,QUAD CORE,8,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 10,36
571,573,ACER,ASPIRE,57990,63.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
572,574,GIGABYTE,G5,69990,66.0,INTEL,CORE I5 12500H,12 CORES,16,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,24
573,575,DELL,INSPIRON,76290,67.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,1,WINDOWS 11,12
574,576,LENOVO,THINKPAD,195990,71.0,INTEL,CORE I7 1260P,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,13.3, 1920 x 1200 ,0,WINDOWS 11,36
575,577,HP,ENVY,80990,63.0,INTEL,CORE I5 1230U,10 CORES,12,8,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,13.3, 1920 x 1200 ,1,WINDOWS 11,12
576,578,HP,BUSINESS,41500,49.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,INTEGRATED,,14.0, 1366 x 768 ,0,WINDOWS 11,12
577,579,LENOVO,THINKPAD,140500,69.0,INTEL,CORE I7 1165G7,QUAD CORE,8,16,,0,512,NVIDIA,GEFORCE MX,2,14.0, 1920 x 1080 ,0,WINDOWS 11,12
578,580,LENOVO,IDEAPAD,31990,54.0,INTEL,CORE I3 1005G1,DUAL CORE,4,4,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
579,581,HP,PAVILION,70990,60.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
580,582,HP,BUSINESS,38999,50.0,INTEL,I3,,,8,DDR4,0,512,INTEL,INTEGRATED,,14.0, 1366 x 768 ,0,WINDOWS 11,12
581,583,ASUS,EEEBOOK,23990,44.0,INTEL,N4500,DUAL CORE,2,4,,0,256,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
582,584,LENOVO,V,32999,53.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,256,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
583,585,DELL,INSPIRON,61690,57.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED INTEGRATED,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
584,586,LENOVO,THINKPAD,72000,61.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,UHD,,14.1, 1920 x 1080 ,0,WINDOWS 10,12
585,587,LENOVO,IDEAPAD,33990,50.0,INTEL,CORE I3 10110U,DUAL CORE,4,8,DDR4,0,256,INTEL,INTEGRATED,,15.6, 1920 x 1080 ,0,WINDOWS 11,24
586,588,ASUS,VIVOBOOK,109990,69.0,INTEL,CORE I7 1260P,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,14.0, 2880 x 1800 ,1,WINDOWS 11,12
587,589,DELL,INSPIRON,53199,62.0,AMD,RYZEN 5  5625U,HEXA CORE,12,8,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
588,590,MSI,STEALTH,138990,73.0,INTEL,CORE I7 1280P,14 CORES,20,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,6,17.3, 1920 x 1080 ,0,WINDOWS 11,24
589,591,LENOVO,THINKPAD,74999,57.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
590,592,LENOVO,THINKPAD,72500,67.0,INTEL,CORE I5 1135G7,QUAD CORE,8,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1080 x 1920 ,0,WINDOWS 10,12
591,593,DELL,ALIENWARE,297799,79.0,INTEL,CORE I9 11980HK,OCTA CORE,16,32,DDR4,0,1024,NVIDIA,GEFORCE RTX,16,17.3, 1920 x 1080 ,0,WINDOWS 11,12
592,594,LENOVO,THINKPAD,185990,79.0,INTEL,CORE I7 12800H,14 CORES,20,32,DDR5,0,1024,NVIDIA,QUADRO T,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
593,595,MSI,RAIDER,300000,0.0,INTEL,CORE I9 12900HX,16 CORES,24,32,DDR5,0,2,NVIDIA,GEFORCE RTX,16,15.6, 2560 x 1440 ,0,WINDOWS 11,24
594,596,MICROSOFT,SURFACE,102990,50.0,INTEL,CORE I5 1235U,10 CORES,12,8,LPDDR5,0,128,INTEL,INTEGRATED IRIS,,13.0, 2880 x 1920 ,1,WINDOWS 11,12
595,597,MICROSOFT,SURFACE,261990,66.0,INTEL,CORE I7 1255U,10 CORES,12,32,LPDDR5,0,1024,INTEL,INTEGRATED IRIS,,13.0, 2880 x 1920 ,1,WINDOWS 11,12
596,598,MICROSOFT,SURFACE,134990,57.0,INTEL,CORE I7 1255U,10 CORES,12,8,,0,256,INTEL,INTEGRATED IRIS,,15.0, 2496 x 1664 ,1,WINDOWS 11,12
597,599,MICROSOFT,SURFACE,162810,56.0,INTEL,CORE I7 1255U,10 CORES,12,16,LPDDR5,0,256,INTEL,INTEGRATED IRIS,,13.0, 2880 x 1920 ,1,WINDOWS 11,12
598,600,MICROSOFT,SURFACE,182990,63.0,INTEL,CORE I7 1255U,10 CORES,12,16,,0,512,INTEL,INTEGRATED IRIS,,15.0, 2496 x 1664 ,1,WINDOWS 11,12
599,601,MICROSOFT,SURFACE,172599,57.0,INTEL,CORE I7 1255U,10 CORES,12,8,,0,256,INTEL,INTEGRATED IRIS,,13.5, 2256 x 1504 ,1,WINDOWS 11,12
600,602,MICROSOFT,SURFACE,184990,54.0,INTEL,CORE I7 1255U,10 CORES,12,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,13.0, 2880 x 1920 ,0,WINDOWS 11,12
601,603,ACER,EXTENSA,28990,50.0,INTEL,N5030,QUAD CORE,,8,DDR4,0,256,INTEL,UHD,,15.6, 1366 x 768 ,0,WINDOWS 11,12
602,604,LENOVO,LEGION,205990,0.0,INTEL,CORE I7 12700H,14 CORES,20,32,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,16.0, 2560 x 1600 ,0,WINDOWS 11,12
603,605,ASUS,EEEBOOK,24590,45.0,INTEL,N4500,DUAL CORE,2,4,,0,256,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
604,606,ASUS,VIVOBOOK,53990,62.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
605,607,LENOVO,THINKBOOK,104900,73.0,INTEL,CORE I5 1135G7,QUAD CORE,8,16,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,1,WINDOWS 10,12
606,608,DELL,INSPIRON,73490,62.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,NVIDIA,GEFORCE MX,2,15.6, 1920 x 1080 ,0,WINDOWS 11,12
607,609,LENOVO,THINKBOOK,102999,61.0,INTEL,CORE I7 1165G7,QUAD CORE,8,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
608,610,DELL,XPS,162230,53.0,INTEL,CORE I7 1250U,10 CORES,12,16,LPDDR5,0,1024,INTEL,INTEGRATED IRIS,,13.4, 1920 x 1080 ,1,WINDOWS 11,12
609,611,ASUS,VIVOBOOK,46900,56.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
610,612,DELL,INSPIRON,89976,62.0,AMD,RYZEN 7  5700U,OCTA CORE,16,16,DDR4,0,512,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
611,613,LENOVO,V,33980,47.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,DOS,12
612,614,ASUS,VIVOBOOK,44990,59.0,INTEL,CORE I5 1035G1,QUAD CORE,8,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
613,615,DELL,INSPIRON,63890,61.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,NVIDIA,GEFORCE MX,2,15.6, 1920 x 1080 ,1,WINDOWS 11,12
614,616,DELL,G15,123890,80.0,INTEL,CORE I7 12650H,10 CORES,16,16,DDR5,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
615,617,ASUS,VIVOBOOK,34990,56.0,INTEL,CORE I3 1005G1,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
616,618,HP,S,38290,54.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,256,INTEL,INTEGRATED,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
617,619,LENOVO,V,19999,50.0,INTEL,N4020,DUAL CORE,2,4,DDR4,0,256,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
618,620,LENOVO,IDEAPAD,43990,57.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,DDR4,0,512,‎INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
619,621,ACER,CHROMEBOOK,18490,37.0,INTEL,N4020,DUAL CORE,2,4,DDR4,32,,INTEL,UHD,,11.6, 1366 x 768 ,0,CHROME,
620,622,DELL,LATITUDE,114300,57.0,INTEL,CORE I7 1185G7,QUAD CORE,8,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 10,36
621,623,LENOVO,IDEAPAD,44425,57.0,AMD,RYZEN 5 5500U,HEXA CORE,12,8,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
622,624,LENOVO,THINKPAD,245000,74.0,INTEL,CORE I7 11800H,OCTA CORE,16,32,,0,512,NVIDIA,GEFORCE RTX,8,15.6, 1920 x 1080 ,0,WINDOWS 10,12
623,625,LENOVO,V,22999,51.0,INTEL,N4020,DUAL CORE,2,4,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
624,626,XIAOMI,BOOK AIR 13,68990,66.0,INTEL,CORE I5 1230U,10 CORES,12,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,13.3, 2880 x 1800 ,1,WINDOWS 11,
625,627,DELL,VOSTRO,57890,63.0,AMD,RYZEN 5 5625U,HEXA CORE,12,16,,0,512,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
626,628,DELL,G15,158990,76.0,AMD,RYZEN 7  6800H,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
627,629,DELL,G15,127990,78.0,AMD,RYZEN 7  6800H,OCTA CORE,16,16,DDR5,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
628,630,DELL,G15,146990,76.0,AMD,RYZEN 9 6900HX,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
629,631,DELL,INSPIRON,126990,62.0,INTEL,CORE I7 1260P,12 CORES,16,16,LPDDR4,0,512,NVIDIA,GEFORCE MX,2,14.5, 2560 x 1440 ,0,WINDOWS 11,12
630,632,HP,G8,21990,39.0,AMD,ATHLON  3050U,DUAL CORE,2,4,DDR4,0,256,‎AMD,INTEGRATED,,15.6, 1920 x 1080 ,0,DOS,12
631,633,LENOVO,IDEAPAD,62290,65.0,AMD,RYZEN 5 5625U,HEXA CORE,12,16,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
632,634,ASUS,TUF,54990,68.0,AMD,RYZEN 5  4600H,HEXA CORE,12,8,DDR4,0,1024,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
633,635,ASUS,VIVOBOOK,65990,61.0,INTEL,CORE I5 1235U,10 CORES,12,16,LPDDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 2880 x 1800 ,0,WINDOWS 11,12
634,636,LENOVO,THINKPAD,210990,59.0,INTEL,CORE I7 1255U,10 CORES,12,16,,0,1024,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1200 ,0,WINDOWS 11,12
635,637,DELL,ALIENWARE,200000,79.0,INTEL,CORE I7 11800H,OCTA CORE,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
636,638,LENOVO,IDEAPAD,60050,62.0,INTEL,CORE I5 11320H,QUAD CORE,8,8,DDR4,1024,256,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,
637,639,ASUS,VIVOBOOK,48990,56.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
638,640,ASUS,ROG STRIX,210990,78.0,AMD,RYZEN 9  6900HX,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,17.3, 2560 x 1440 ,0,WINDOWS 11,12
639,641,LENOVO,V,43990,53.0,INTEL,CORE I5 1035G1,QUAD CORE,8,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 10,
640,642,MICROSOFT,SURFACE,103900,50.0,INTEL,CORE I5 1235U,10 CORES,12,8,,0,256,INTEL,INTEGRATED IRIS,,13.5, 2256 x 1504 ,1,WINDOWS 11,12
641,643,AGB,OCTEV,70000,66.0,INTEL,CORE I7 1165G7,QUAD CORE,8,32,DDR4,0,1024,NVIDIA,GEFORCE MX,2,15.6, 1920 x 1080 ,0,WINDOWS 10,12
642,644,LENOVO,THINKPAD,86500,67.0,INTEL,CORE I5 1135G7,QUAD CORE,8,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,36
643,645,INFINIX,INBOOK,33490,47.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,LPDDR4X,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
644,646,INFINIX,INBOOK,31490,45.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,LPDDR4X,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
645,647,DELL,XPS,195190,74.0,INTEL,CORE I7 1260P,12 CORES,16,16,LPDDR5,0,1024,INTEL,INTEGRATED IRIS,,13.4, 3840 x 2400 ,1,WINDOWS 11,12
646,648,LENOVO,IDEAPAD,58990,59.0,INTEL,CORE I5 1235U,10 CORES,12,8,,0,512,‎INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
647,649,ASUS,EEEBOOK,23990,45.0,INTEL,N4500,DUAL CORE,2,4,,0,256,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
648,650,LENOVO,IDEAPAD,71109,75.0,AMD,RYZEN 7 5700U,OCTA CORE,16,16,DDR4,0,512,AMD,RADEON,,14.0, 1920 x 1200 ,1,WINDOWS 11,12
649,651,MSI,CREATOR,435990,0.0,INTEL,CORE I7 12700H,14 CORES,20,32,DDR4,0,1024,NVIDIA,GEFORCE RTX,16,16.0, 2560 x 1600 ,0,WINDOWS 11,36
650,652,DELL,XPS,110490,50.0,INTEL,CORE I5 1230U,10 CORES,12,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,13.4, 1920 x 1080 ,1,WINDOWS 11,12
651,653,MSI,CREATOR,380990,0.0,INTEL,CORE I9 12900H,14 CORES,20,64,DDR5,0,2,NVIDIA,GEFORCE RTX,12,16.0, 2560 x 1600 ,1,WINDOWS 11,24
652,654,LENOVO,YOGA,78990,69.0,AMD,RYZEN 5  5500U,HEXA CORE,12,16,LPDDR4X,0,512,AMD,RADEON,,13.3, 1920 x 1080 ,1,WINDOWS 11,36
653,655,HP,14S,32999,47.0,AMD,RYZEN 3  3250U,DUAL CORE,4,8,DDR4,0,256,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
654,656,LENOVO,THINKPAD,67990,66.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
655,657,LENOVO,THINKPAD,93990,71.0,INTEL,CORE I7 1255U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
656,658,LENOVO,THINKPAD,57490,61.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
657,659,LENOVO,THINKPAD,74990,62.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,1024,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
658,660,HP,OMEN,154490,81.0,AMD,RYZEN 9 6900HX,OCTA CORE,16,32,DDR5,0,1024,AMD,RADEON,8,16.1, 1920 x 1080 ,0,WINDOWS 11,12
659,661,LENOVO,THINKPAD,85990,65.0,INTEL,CORE I7 1255U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
660,662,HP,OMEN,169999,85.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,16.1, 1920 x 1080 ,0,WINDOWS 11,12
661,663,LENOVO,THINKBOOK,59990,60.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
662,664,LENOVO,IDEAPAD,75990,62.0,INTEL,CORE I5 1235U,10 CORES,12,8,LPDDR4X,0,512,INTEL,UHD,,14.0, 1920 x 1200 ,1,WINDOWS 11,12
663,665,HP,OMEN,150180,82.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,16.1, 1920 x 1080 ,0,WINDOWS 11,12
664,666,HP,OMEN,134990,74.0,AMD,RYZEN 7  6800H,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,16.1, 1920 x 1080 ,0,WINDOWS 11,12
665,667,HP,OMEN,296000,0.0,INTEL,CORE I9 12900HX,16 CORES,24,32,DDR5,0,2,NVIDIA,GEFORCE RTX,16,17.3, 2560 x 1440 ,0,WINDOWS 11,12
666,668,HP,VICTUS,66500,72.0,AMD,RYZEN 5  5600H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
667,669,DELL,XPS,132470,51.0,INTEL,CORE I7 1250U,10 CORES,12,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,13.4, 1920 x 1080 ,1,WINDOWS 11,12
668,670,HP,OMEN,105990,66.0,AMD,RYZEN 7  6800H,OCTA CORE,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,16.0, 1920 x 1080 ,0,WINDOWS 11,12
669,671,HP,OMEN,104999,66.0,AMD,RYZEN 7  6800H,OCTA CORE,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,16.0, 1920 x 1080 ,0,WINDOWS 11,12
670,672,LENOVO,THINKBOOK,68500,59.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,LPDDR4,0,512,INTEL,INTEGRATED IRIS,,13.0, 1920 x 1200 ,0,WINDOWS 10,12
671,673,LENOVO,THINKPAD,98990,66.0,INTEL,CORE I7 1255U,10 CORES,12,16,DDR4,0,1024,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
672,674,LENOVO,YOGA,179990,69.0,INTEL,CORE I7 1280P,14 CORES,20,16,LPDDR5,0,1024,INTEL,INTEGRATED IRIS,,14.0, 3840 x 2160 ,0,WINDOWS 11,12
673,675,LENOVO,THINKPAD,70990,57.0,INTEL,CORE I5 1235U,10 CORES,12,16,,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
674,676,LENOVO,IDEAPAD,76990,74.0,AMD,RYZEN 7  5800H,OCTA CORE,16,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
675,677,LENOVO,YOGA,119990,69.0,INTEL,CORE I7 1260P,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,14.0, 2880 x 1800 ,1,WINDOWS 11,12
676,678,ACER,BUSINESS,38990,59.0,AMD,RYZEN 5 3500U,QUAD CORE,8,16,DDR4,0,512,AMD,RADEON,,14.0, 1366 x 768 ,0,WINDOWS 11,12
677,679,FUJITSU,UH-X,99990,68.0,INTEL,CORE I7 1255U,10 CORES,12,16,,0,512,INTEL,INTEGRATED IRIS,,13.3, 1920 x 1080 ,0,WINDOWS 11,24
678,680,GIGABYTE,G5,84790,72.0,INTEL,CORE I5 11400H,HEXA CORE,12,16,DDR4,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
679,681,HP,ENVY,104990,68.0,INTEL,CORE I7 1250U,10 CORES,12,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,13.3, 2880 x 1800 ,1,WINDOWS 11,12
680,682,GIGABYTE,G5,57990,71.0,INTEL,CORE I5 11400H,HEXA CORE,12,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
681,683,LENOVO,LEGION,164990,84.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,16.0, 2560 x 1600 ,0,WINDOWS 11,12
682,684,LENOVO,IDEAPAD,74990,74.0,INTEL,CORE I5 12450H,OCTA CORE,12,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
683,685,LENOVO,IDEAPAD,66250,68.0,INTEL,CORE I5 11300H,QUAD CORE,8,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
684,686,LENOVO,THINKBOOK,63400,55.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,DOS,12
685,687,ACER,TRAVELMATE,28990,49.0,INTEL,N5030,QUAD CORE,4,4,DDR4,0,128,INTEL,UHD,,11.6, 1366 x 768 ,0,WINDOWS 11,12
686,688,ASUS,VIVOBOOK,98500,69.0,AMD,RYZEN 5 5600H,HEXA CORE,12,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
687,689,FUJITSU,UH-X,69990,68.0,INTEL,CORE I5 1235U,10 CORES,12,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,13.3, 1920 x 1080 ,0,WINDOWS 11,24
688,690,DELL,LATITUDE,81300,67.0,INTEL,CORE I5 1135G7,QUAD CORE,8,16,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
